,PREFERRED NAME,CASRN,use,SMILES,mw,nheavy,alogp
1214,Potassium xylenesulfonate,30346-73-7,"Fungicide,Microbiocide",Cc1cccc(S(=O)(=O)O)c1C,186.232,12,1.55014
1215,PPG-1259,78327-32-9,Algaecide,CN1CC(O)N(c2cc(C(C)(C)C)on2)C1=O,239.27499999999998,17,1.1623
1216,Prallethrin,23031-36-9,Insecticide,C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,300.398,22,3.449200000000002
1217,Pretilachlor,51218-49-6,Herbicide,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,311.85300000000007,21,3.8098000000000027
1218,Primisulfuron-methyl,86209-51-0,Herbicide,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,468.34100000000007,31,1.9763999999999997
1219,Probenazole,27605-76-1,"Fungicide,Microbiocide",C=CCOC1=NS(=O)(=O)c2ccccc21,223.25300000000001,15,1.3381
1220,Prochloraz,67747-09-5,Fungicide,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,376.67100000000005,23,4.602400000000004
1221,Procyanazine,32889-48-8,Herbicide,CC(C)(C#N)Nc1nc(Cl)nc(NC2CC2)n1,252.709,17,1.8133799999999995
1222,Procymidone,32809-16-8,Fungicide,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,284.14200000000005,18,3.2829000000000024
1223,Prodiamine,29091-21-2,Herbicide,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],350.2970000000001,24,3.730400000000002
1224,Profenofos,41198-08-7,Insecticide,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,373.63599999999997,18,5.7691000000000034
1225,Profluralin,26399-36-0,Herbicide,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],347.29300000000006,24,4.148200000000004
1226,Proglinazine-ethyl,68228-18-2,Herbicide,CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,273.72400000000005,18,1.3202999999999996
1227,Promacyl,34264-24-9,Insecticide,CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,277.364,20,3.5760200000000024
1228,Promecarb,2631-37-0,Insecticide,CNC(=O)Oc1cc(C)cc(C(C)C)c1,207.273,15,2.836620000000001
1229,Prometon,1610-18-0,Herbicide,COc1nc(NC(C)C)nc(NC(C)C)n1,225.296,16,1.5208
1230,Prometryn,7287-19-6,Herbicide,CSc1nc(NC(C)C)nc(NC(C)C)n1,241.364,16,2.2340999999999998
1231,Propachlor,1918-16-7,Herbicide,CC(C)N(C(=O)CCl)c1ccccc1,211.69200000000004,14,2.666800000000001
1232,Propamocarb,24579-73-5,Fungicide,CCCOC(=O)NCCCN(C)C,188.27099999999996,13,1.0742999999999998
1233,Propamocarb hydrochloride,25606-41-1,Fungicide,CCCOC(=O)NCCCN(C)C,188.27099999999996,13,1.0742999999999998
1234,Propanil,709-98-8,Herbicide,CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,13,3.3419000000000016
1235,Propaphos,7292-16-2,Insecticide,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,304.348,19,4.748600000000004
1236,Propaquizafop,111479-05-1,Herbicide,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,443.88700000000017,31,4.798400000000004
1237,Propargite,"2312-35-8, 1942-71-8",Insecticide,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,350.4800000000001,24,3.9192000000000027
1238,Propargyl bromide,106-96-7,"Fumigant,Nematicide",C#CCBr,118.96099999999998,4,1.0145
1239,Propazine,139-40-2,Herbicide,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.71500000000003,15,2.1655999999999995
1240,Propetamphos,31218-83-4,Insecticide,CCNP(=S)(OC)O/C(C)=C\C(=O)OC(C)C,281.314,17,2.3388
1241,Propham,122-42-9,"Herbicide,Plant Growth Regulator",CC(C)OC(=O)Nc1ccccc1,179.21900000000002,13,2.6435000000000013
1242,Propiconazole,60207-90-1,Fungicide,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,342.2260000000001,22,3.653400000000003
1243,Propionic acid,79-09-4,"Fungicide,Microbiocide,Preservative",CCC(=O)O,74.079,5,0.481
1244,Propisochlor,86763-47-5,Herbicide,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,283.7989999999999,19,3.511720000000002
1245,Propoxon,5823-13-2,Insecticide,Nc1ncnc(Nc2ccc3ccccc3c2)c1[N+](=O)[O-],281.27500000000003,21,2.8638000000000012
1246,Propoxur,114-26-1,Insecticide,CNC(=O)Oc1ccccc1OC(C)C,209.24499999999998,15,2.192
1247,Propoxycarbazone,145026-81-9,Herbicide,CCCONNC(=O)N=N,146.15,10,0.57317
1248,Propoxycarbazone-sodium,181274-15-7,Herbicide,CCCOc1nn(C(=O)N=S(=O)(O)c2ccccc2C(=O)OC)c(=O)n1C,398.3970000000002,27,1.1254
1249,Propyl paraben,94-13-3,"Fungicide,Microbiocide",CCCOC(=O)c1ccc(O)cc1,180.20299999999997,13,1.9589999999999999
1250,"Propyl paraben, sodium salt",35285-69-9,"Fungicide,Microbiocide",CCCOC(=O)c1ccc(O)cc1,180.20299999999997,13,1.9589999999999999
1251,Propylene glycol,"57-55-6, 4254-15-3","Adjuvant,Fungicide,Microbiocide",CC(O)CO,76.095,5,-0.6405000000000001
1252,Propyzamide,23950-58-5,Herbicide,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,256.132,16,3.1350000000000016
1253,Prosulfocarb,52888-80-9,Herbicide,CCCN(CCC)C(=O)SCc1ccccc1,251.395,17,4.161800000000003
1254,Prosulfuron,94125-34-5,Herbicide,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,419.3850000000001,28,2.1939199999999994
1255,Prothiocarb,19622-08-3,Fungicide,CCSC(=O)NCCCN(C)C,190.31199999999998,12,1.4008
1256,Prothiocarb hydrochloride,19622-19-6,Fungicide,CCSC(=O)NCCCN(C)C,190.31199999999998,12,1.4008
1257,Prothioconazole,178928-70-6,Fungicide,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,344.26700000000005,21,3.339290000000001
1258,Prothiofos,34643-46-4,Insecticide,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,345.25300000000004,18,5.776400000000003
1259,Prothion,5969-94-8,Insecticide,CCOC(=O)CCSP(=S)(OCC)OCC,286.3550000000001,16,2.9703000000000017
1260,Prothoate,2275-18-5,Insecticide,CCOP(=S)(OCC)SCC(=O)NC(C)C,285.37100000000004,16,2.5417000000000005
1261,Prynachlor,21267-72-1,"Herbicide,Plant Growth Regulator",C#CC(C)N(C(=O)CCl)c1ccccc1,221.68700000000004,15,2.2801
1262,Pymetrozine,123312-89-0,Insecticide,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,217.232,16,0.8166
1263,Pyracarbolid,24691-76-7,Fungicide,CC1=C(C(=O)Nc2ccccc2)CCCO1,217.26799999999994,16,2.709500000000001
1264,Pyraclofos,"77458-01-6, 89784-60-1",Insecticide,CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,360.803,22,5.192300000000004
1265,Pyraclostrobin,175013-18-0,Fungicide,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,387.82300000000004,27,4.238900000000004
1266,Pyraflufen-ethyl,129630-19-9,Herbicide,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,413.1790000000001,26,4.0763000000000025
1267,Pyrazolynate,58011-68-0,Herbicide,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,439.3200000000001,28,4.342440000000003
1268,Pyrazophos,13457-18-6,Fungicide,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,373.37100000000015,24,2.890720000000001
1269,Pyrazosulfuron,98389-04-9,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(C(=O)O)cnn2C)n1,386.3460000000001,26,-0.5640999999999994
1270,Pyrazosulfuron-ethyl,93697-74-6,Herbicide,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,414.4000000000002,28,-0.08559999999999879
1271,Pyrazoxyfen,71561-11-0,Herbicide,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,403.2650000000001,27,4.528020000000003
1272,Pyrethrin I,121-21-1,Insecticide,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,328.4520000000001,24,4.558200000000004
1273,Pyrethrin II,121-29-9,Insecticide,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,372.4610000000002,27,3.7113000000000023
1274,Pyrethrins,8003-34-7,Insecticide,C=C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,328.4520000000001,24,4.558200000000004
1275,Pyributicarb,88678-67-5,Herbicide,COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,330.4530000000001,23,4.187800000000003
1276,Pyridaben,96489-71-3,Insecticide,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,364.9420000000001,24,5.241500000000005
1277,Pyridafol,40020-01-7,Herbicide,O=c1cc(Cl)[nH]nc1-c1ccccc1,206.63200000000003,14,2.0903
1278,Pyridalyl,179101-81-6,Insecticide,FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,491.12000000000006,29,6.952900000000003
1279,Pyridate,55512-33-9,Herbicide,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,378.92500000000007,25,6.389500000000006
1280,Pyridiphenthion,119-12-0,Insecticide,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,340.341,22,2.908800000000001
1281,Pyrifenox,88283-41-4,Fungicide,CO/N=C(/Cc1cccnc1)c1ccc(Cl)cc1Cl,295.169,19,3.981600000000003
1282,Pyrimethanil,53112-28-0,Fungicide,Cc1cc(C)nc(Nc2ccccc2)n1,199.25700000000003,15,2.837040000000001
1283,Pyrithiobac-sodium,123343-16-8,Herbicide,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,326.7610000000001,21,2.9966000000000017
1284,Pyrolan,87-47-8,Insecticide,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,245.28200000000004,18,2.2411199999999996
1285,Pyroquilone,57369-32-1,Fungicide,O=C1CCc2cccc3c2N1CC3,173.21499999999995,13,1.5219
1286,Quinalphos,13593-03-8,Insecticide,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,298.30400000000003,19,3.3061000000000016
1287,Quinalphos-methyl,13593-08-3,Insecticide,COP(=S)(OC)Oc1cnc2ccccc2n1,270.25,17,2.525900000000001
1288,Quinclorac,84087-01-4,Herbicide,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,242.061,15,3.2398000000000007
1289,Quinitofos,1776-83-6,Insecticide,CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,329.36100000000005,22,4.2851000000000035
1290,Quinmerac,90717-03-6,Herbicide,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,221.643,15,2.89482
1291,Quinoclamine,2797-51-5,"Algaecide,Herbicide",NC1=C(Cl)C(=O)c2ccccc2C1=O,207.61599999999999,14,1.4747000000000001
1292,Quinonamid,27541-88-4,Herbicide,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,318.543,19,2.4359
1293,Quinothion,22439-40-3,Insecticide,CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,311.343,20,4.219520000000004
1294,Quinoxyfen,124495-18-7,Fungicide,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,308.139,20,5.473000000000002
1295,Quizalofop,76578-12-6,Herbicide,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,344.7540000000001,24,3.9274000000000022
1296,Quizalofop-ethyl,"76578-14-8, 100760-10-9",Herbicide,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,372.8080000000001,26,4.4059000000000035
1297,Quizalofop-P,94051-08-8,Herbicide,C[C@@H](Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,344.7540000000001,24,3.9274000000000022
1298,Quizalofop-P-ethyl,100646-51-3,Herbicide,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,372.8080000000001,26,4.4059000000000035
1299,Quizalofop-P-tefuryl,119738-06-6,Herbicide,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,428.8720000000003,30,4.565000000000004
1300,Resmethrin,10453-86-8,Insecticide,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,338.44700000000006,25,5.1520000000000055
1301,Rimsulfuron,122931-48-0,Herbicide,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,431.4520000000002,28,0.19279999999999942
1302,Ronnel,299-84-3,Insecticide,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,321.549,16,4.542900000000002
1303,Rotenone,83-79-4,Insecticide,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,394.4230000000001,29,3.7033000000000023
1304,Ryanodine,"15662-33-6, 8047-13-0",Insecticide,CC(C)[C@@]1(O)[C@@H](OC(=O)c2ccc[nH]2)[C@@]2(O)[C@@]3(C)C[C@]4(O)O[C@@]5([C@H](O)[C@@H](C)CC[C@]35O)[C@@]2(O)[C@]14C,493.55300000000034,35,-0.18760000000000032
1305,"S-(1,1-Dimethylethyl) O-ethyl ethylphosphonothioate",83318-76-7,Insecticide,CCOP(=O)(CC)SC(C)(C)C,210.27899999999997,12,3.7676000000000025
1306,S-(2-hydroxypropyl) thiomethanesulfonate,"30388-01-3, 29803-57-4","Algaecide,Microbiocide",CC(O)CSS(C)(=O)=O,170.255,9,0.06000000000000005
1307,"S-(4-(1,1-dimethylethyl)phenyl) O-ethyl ethylphosphonodithioate",329-21-5,Insecticide,CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,302.44500000000005,18,5.442100000000005
1308,S-Bioallethrin (Esbiol),28434-00-6,Insecticide,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,302.41400000000004,22,4.002000000000003
1309,S-tert-Butyl dipropylthiocarbamate,2212-63-7,Herbicide,CCCN(CCC)C(=O)SC(C)(C)C,217.378,14,3.760100000000003
1310,Salicylanilide,87-17-2,"Fungicide,Microbiocide",O=C(Nc1ccccc1)c1ccccc1O,213.236,16,2.644500000000001
1311,Salicylic acid,69-72-7,"Fungicide,Insecticide,Microbiocide",O=C(O)c1ccccc1O,138.12199999999999,10,1.0903999999999998
1312,Sebuthylazine,7286-69-3,Herbicide,CCNc1nc(Cl)nc(NC(C)CC)n1,229.715,15,2.1672000000000002
1313,Sec-butylamine,13952-84-6,Fungicide,CCC(C)N,73.13900000000001,5,0.7436
1314,Secbumeton,26259-45-0,Herbicide,CCNc1nc(NC(C)CC)nc(OC)n1,225.29599999999996,16,1.5223999999999998
1315,Siduron,1982-49-6,Herbicide,CC1CCCCC1NC(=O)Nc1ccccc1,232.32700000000003,17,3.386800000000001
1316,Silvex,93-72-1,"Herbicide,Plant Growth Regulator",CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,269.51099999999997,15,3.4987000000000013
1317,"Silvex , 2-ethylhexyl",53404-76-5,Herbicide,CCCCC(CC)COC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,381.7270000000001,23,6.1737000000000055
1318,"Silvex, 2-ethyl-4-methylpentyl",53404-10-7,Herbicide,CCC(COC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl)CC(C)C,381.7270000000001,23,6.029600000000005
1319,"Silvex, 2-octyl",53404-14-1,Herbicide,CCCCCCC(C)OC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,381.7270000000001,23,6.316200000000005
1320,"Silvex, butoxyethanol ester",19398-13-1,Herbicide,CCCCOCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,369.67200000000014,22,4.7740000000000045
1321,"Silvex, dipropylene glycol isobutyl ether ester",53535-26-5,Herbicide,CCC(C)OCCOCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,413.72500000000014,25,4.789000000000004
1322,"Silvex, isooctyl ester",32534-95-5,Herbicide,CCCC(C)CCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,381.7270000000001,23,6.1737000000000055
1323,"Silvex, potassium salt",2818-16-8,Herbicide,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,269.51099999999997,15,3.4987000000000013
1324,"Silvex, sodium salt",37913-89-6,Herbicide,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,255.48399999999998,14,3.1102000000000007
1325,Simazine,122-34-9,Herbicide,CCNc1nc(Cl)nc(NCC)n1,201.661,13,1.3885999999999998
1326,Simetone,673-04-1,Herbicide,CCNc1nc(NCC)nc(OC)n1,197.242,14,0.7437999999999999
1327,Simetryn,1014-70-6,Herbicide,CCNc1nc(NCC)nc(SC)n1,213.31,14,1.4570999999999998
1328,Sodium 1-naphthalenesulfonate,130-14-3,"Fungicide,Insecticide,Microbiocide",O=S(=O)(O)c1cccc2ccccc12,208.238,14,2.0865
1329,"Sodium 1,4-diisobutyl sulfo succinate",127-39-9,"Insecticide,Soap or Surfactant",CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)O,310.368,20,1.0313
1330,"Sodium 2-(2,4,5-trichlorophenoxy)ethyl sulfate",3570-61-4,Herbicide,O=S(=O)(O)OCCOc1cc(Cl)c(Cl)cc1Cl,321.56500000000005,17,2.8450000000000015
1331,Sodium 2-ethylhexanoate,19766-89-3,"Fungicide,Microbiocide",CCCCC(CC)C(=O)O,144.214,10,2.2874
1332,Sodium 2-naphthalenesulfonate,532-02-5,"Fungicide,Insecticide,Microbiocide",O=S(=O)(O)c1ccc2ccccc2c1,208.238,14,2.0865
1333,"Sodium 2,2'-methylenebis(4-chlorophenate)",10254-48-5,"Fungicide,Insecticide,Microbiocide",Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,269.127,17,3.9954000000000023
1334,"Sodium 4-(2,4-dichlorophenoxy)butyrate",10433-59-7,Herbicide,O=C(O)CCCOc1ccc(Cl)cc1Cl,249.09300000000002,15,3.237000000000002
1335,Sodium acetate,127-09-3,"Fungicide,Microbiocide,pH Adjustment",CC(=O)O,60.05200000000001,4,0.09089999999999993
1336,Sodium benzene sulfonate,515-42-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",O=S(=O)(O)c1ccccc1,158.178,10,0.9333000000000001
1337,Sodium benzoate,532-32-1,"Fungicide,Insecticide",O=C(O)c1ccccc1,122.12299999999996,9,1.3848
1338,Sodium butyl naphthalene sulfonate,25638-17-9,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCc1ccc2ccccc2c1S(=O)(=O)O,264.34599999999995,18,3.429100000000002
1339,Sodium chloroacetate,3926-62-3,Herbicide,O=C(O)CCl,94.49700000000001,5,0.3098
1340,Sodium cresolate,34689-46-8,Microbiocide,Cc1ccccc1O,108.13999999999999,8,1.70062
1341,Sodium dibutyl naphthalene sulfonate,25417-20-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCc1ccc2c(S(=O)(=O)O)cc(CCCC)cc2c1,320.454,22,4.7717000000000045
1342,Sodium dichloro-s-triazinetrione,2893-78-9,"Microbiocide,Water Treatment",O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,197.965,11,-1.2978999999999996
1343,Sodium diisopropyl naphthalene sulfonate,1322-93-6,"Adjuvant,Fungicide,Insecticide,Microbiocide",CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)O)cc2c1,292.4,20,4.333300000000003
1344,Sodium dimethyl dithio carbamate,128-04-1,Fungicide,CN(C)C(=S)S,121.23,6,0.7626999999999999
1345,Sodium formaldehyde sulfoxylate,149-44-0,"Fungicide,Microbiocide",O=S(O)CO,96.10699999999999,5,-0.8420999999999998
1346,Sodium glycolate65,2836-32-0,Microbiocide,O=C(O)CO,76.051,5,-0.9367000000000001
1347,Sodium laurate,629-25-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCC(=O)O,200.32199999999997,14,3.991900000000002
1348,Sodium lauryl sulfate,151-21-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCCOS(=O)(=O)O,266.40299999999996,17,3.726700000000002
1349,Sodium methyl naphthalene sulfonate,26264-58-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",Cc1ccc2ccccc2c1S(=O)(=O)O,222.265,15,2.39492
1350,Sodium naphthalene sulfonate,1321-69-3,"Adjuvant,Fungicide,Insecticide,Microbiocide",O=S(=O)(O)c1cccc2ccccc12,208.238,14,2.0865
1351,Sodium nonanoyloxybenzene sulfonate,"91129-43-8, 91125-43-8","Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCC(=O)Oc1ccccc1S(=O)(=O)O,314.4030000000001,21,3.5893000000000015
1352,Sodium p-chloro-m-cresolate,15733-22-9,Microbiocide,Cc1cc(O)ccc1Cl,142.58499999999998,9,2.3540200000000002
1353,Sodium para-tert-amylphenate,31366-95-7,"Fungicide,Microbiocide",CCC(C)(C)c1ccc(O)cc1,164.248,12,3.0798000000000014
1354,Sodium para-tert-butylphenate,5787-50-8,Microbiocide,CC(C)(C)c1ccc(O)cc1,150.22099999999998,11,2.689700000000001
1355,Sodium phenate,139-02-6,Microbiocide,Oc1ccccc1,94.11299999999999,7,1.3921999999999999
1356,Sodium propionate,137-40-6,"Microbiocide,Preservative",CCC(=O)O,74.079,5,0.481
1357,Sodium pyrithione,"3811-73-2, 15922-78-8",Microbiocide,On1ccccc1=S,127.168,8,1.45489
1358,Sodium salicylanilide,2593-10-4,Fungicide,NC(=O)c1ccccc1O,137.13799999999998,10,0.49110000000000004
1359,Sodium toluene sulfonate,12068-03-0,"Fungicide,Microbiocide",Cc1ccc(S(=O)(=O)O)cc1,172.205,11,1.2417200000000002
1360,Sodium tribromophenoxide,2666-53-7,Fungicide,Oc1c(Br)cc(Br)cc1Br,330.801,10,3.6797000000000004
1361,Solan,2307-68-8,Herbicide,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,239.746,16,4.023120000000003
1362,Sophamide,37032-15-8,Insecticide,COCNC(=O)CSP(=S)(OC)OC,259.289,14,0.9569999999999996
1363,Sorbic acid,110-44-1,Fungicide,C/C=C/C=C/C(=O)O,112.12799999999999,8,1.2033
1364,Spirodiclofen,148477-71-8,Insecticide,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,411.3250000000003,27,5.943600000000005
1365,Spiromesifen,283594-90-1,Insecticide,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,370.4890000000002,27,5.171960000000005
1366,Spiroxamine,118134-30-8,Fungicide,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,297.48300000000006,21,4.066300000000004
1367,Stearyl imidazoline,95-19-2,Microbiocide,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,352.6070000000001,25,5.954300000000007
1368,Strobane,8001-50-1,Insecticide,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,377.35299999999995,17,5.506400000000001
1369,Strychnine,57-24-9,"Avicide,Rodenticide",O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,334.41900000000004,25,2.0925000000000002
1370,Sulcotrione,99105-77-8,Herbicide,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,328.773,21,1.8645000000000003
1371,Sulfallate,95-06-7,Herbicide,C=C(Cl)CSC(=S)N(CC)CC,223.79399999999998,12,3.0988000000000016
1372,Sulfentrazone,122836-35-5,Herbicide,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,387.19500000000005,23,2.41582
1373,Sulfluramid,4151-50-2,Insecticide,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,527.196,31,4.892600000000002
1374,Sulfometuron,74223-56-6,Herbicide,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,350.3560000000001,24,1.3020399999999999
1375,Sulfometuron methyl,"74222-97-2, 78794-09-9",Herbicide,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,364.3830000000001,25,1.39044
1376,Sulfosulfuron,141776-32-1,Herbicide,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,470.48900000000026,31,0.4454999999999994
1377,Sulfotep,3689-24-5,Insecticide,CCOP(=S)(OCC)OP(=S)(OCC)OCC,322.3250000000001,17,3.5980000000000025
1378,Sulfoxide,120-62-7,"Insecticide,Synergist",CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,324.4860000000001,22,4.455500000000004
1379,Sulglycapin,51068-60-1,Herbicide,CNS(=O)(=O)OCC(=O)N1CCCCCC1,250.3199999999999,16,-0.13019999999999987
1380,Sulprofos,35400-43-2,Insecticide,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,322.457,18,5.191500000000004
1381,Tau-fluvalinate,"69409-94-5, 102851-06-9",Insecticide,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,502.9200000000002,35,7.395680000000005
1382,TCMTB,21564-17-0,"Fungicide,Microbiocide",N#CSCSc1nc2ccccc2s1,238.36200000000002,14,3.560180000000001
1383,Tebuconazole,"107534-96-3, 80443-41-0",Fungicide,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,307.825,21,3.3415000000000017
1384,Tebufenpyrad,119168-77-3,Insecticide,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,333.86300000000006,23,3.863400000000003
1385,Tebuthiuron,34014-18-1,Herbicide,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,228.321,15,1.6111999999999997
1386,Tecnazene,117-18-0,"Fungicide,Plant Growth Regulator",O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,260.891,13,4.2084
1387,Teflubenzuron,83121-18-0,Insecticide,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,381.1120000000001,24,4.5117
1388,Tefluthrin,79538-32-2,Insecticide,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,27,5.551820000000002
